Rule,Entropy across targets,Length Following Antecedent,Majority Class
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Orange Tabby')]",[0.91567118 1.41859029],78,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black')]",[1.02112961 1.34207349],254,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Tabby/White')]",[0.92152851 1.3224348 ],173,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Torbie')]",[0.84395532 1.14739994],171,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Orange Tabby/White')]",[0.8894408  1.25339485],56,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue Tabby')]",[0.80411159 1.12036695],81,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tortie')]",[0.96916226 1.23640228],211,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Calico')]",[0.76645532 1.10934181],243,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue Tabby/White')]",[0.80444777 1.08388207],47,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Lynx Point')]",[0.47244169 1.07968023],36,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Black/White')]",[0.31971491 0.82628172],117,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Brown Tabby')]",[0.30157253 0.88097874],159,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Blue')]",[0.53492338 0.87700206],36,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Orange Tabby')]",[0.22371808 0.80826996],34,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Black')]",[0.42282014 0.8651886 ],157,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Brown Tabby/White')]",[0.28447148 0.90015165],86,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Torbie')]",[0.43742111 1.09973604],88,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Blue Tabby')]",[0.22371808 0.76927558],68,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Tortie')]",[0.57808556 1.05271342],97,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Calico')]",[0.3102807  0.92980584],88,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '7 years'), ('Color', 'Calico')]",[0.83288403 0.89255723],32,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 years'), ('Color', 'Black/White')]",[0.94705715 0.83052369],32,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 years'), ('Color', 'Black')]",[1.03394577 1.01296823],33,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '7 months'), ('Color', 'Black/White')]",[0.84162649 1.01391688],34,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '7 months'), ('Color', 'Brown Tabby')]",[0.86554484 1.36187561],39,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '7 months'), ('Color', 'Brown Tabby/White')]",[0.39267447 0.99948083],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '10 years'), ('Color', 'Brown Tabby')]",[1.15644082 1.24198897],38,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '8 months'), ('Color', 'Tortie')]",[0.63896659 0.99990672],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Black/White')]",[0.70384333 0.79985851],50,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Brown Tabby')]",[0.54138487 1.13458181],86,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Black')]",[0.84752734 1.17283926],57,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Brown Tabby/White')]",[0.54264298 0.85289153],44,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Torbie')]",[0.51303084 1.05912723],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Tortie')]",[0.60089243 0.82822346],62,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '6 months'), ('Color', 'Calico')]",[0.61794963 1.09269273],43,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '8 years'), ('Color', 'Tortie')]",[0.9989315  1.00976271],40,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '8 years'), ('Color', 'Calico')]",[0.95891355 1.27723896],38,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Black/White')]",[0.16068056 0.80511185],53,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Brown Tabby')]",[0.10126482 0.78254456],96,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Blue/White')]",[0.23379166 0.8647401 ],32,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Orange Tabby')]",[0.13422296 0.77310992],67,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Black')]",[0.06335478 0.78100012],86,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Brown Tabby/White')]",[0.         0.66627844],52,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Orange Tabby/White')]",[0.11690685 0.73750816],40,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '1 month'), ('Color', 'Blue Tabby')]",[0.         0.57004717],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '4 years'), ('Color', 'Black/White')]",[1.29818143 1.09236796],53,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '4 years'), ('Color', 'Brown Tabby')]",[1.0802561  1.13187838],67,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '4 years'), ('Color', 'Orange Tabby')]",[1.1821138  1.18528439],69,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '4 years'), ('Color', 'Black')]",[1.20657042 1.29353073],76,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '4 years'), ('Color', 'Brown Tabby/White')]",[1.18488802 1.16826958],33,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Black/White')]",[1.38628805 1.21456051],82,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Brown Tabby')]",[1.18872417 1.14804614],107,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Blue/White')]",[0.89750108 0.86546997],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Blue')]",[1.15526721 1.18958691],33,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Orange Tabby')]",[1.19899679 1.28199677],80,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Black')]",[1.15564697 1.20967005],106,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Brown Tabby/White')]",[1.2030245  1.12169142],81,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Orange Tabby/White')]",[1.17246395 1.13288352],64,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 years'), ('Color', 'Blue Tabby')]",[0.95027054 0.89245616],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 years'), ('Color', 'Black/White')]",[1.33073992 1.31685649],55,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 years'), ('Color', 'Brown Tabby')]",[1.24361458 1.20543852],70,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 years'), ('Color', 'Orange Tabby')]",[1.33029604 1.20125231],53,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 years'), ('Color', 'Black')]",[1.34691144 1.17280178],44,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 years'), ('Color', 'Brown Tabby/White')]",[1.18907684 1.08722827],33,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Seal Point')]",[0.11251593 0.86541458],42,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Black/White')]",[0.22001721 0.87133407],584,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Brown Tabby')]",[0.18055026 0.82072644],1023,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Blue/White')]",[0.11633748 0.79276317],161,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Blue')]",[0.1880478  0.90898835],236,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'White/Black')]",[0.19705501 0.83870187],101,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Orange Tabby')]",[0.22523032 0.87832025],662,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Black')]",[0.23690553 0.86532108],761,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'White/Blue')]",[0.         0.65081808],45,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Brown Tabby/White')]",[0.22916412 0.86552738],534,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'White')]",[0.27711336 0.92485396],32,['Adoption' 'Foster']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Cream Tabby')]",[0.06521436 0.84176446],166,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Orange Tabby/White')]",[0.21832073 0.80869747],349,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby')]",[0.16724692 0.81343298],263,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Cream Tabby/White')]",[0.22565525 0.7577627 ],84,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Blue Tabby/White')]",[0.07851576 0.70362082],132,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'White/Brown Tabby')]",[0.17692035 0.76038925],70,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Black Smoke')]",[0.12974069 0.77593912],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Flame Point')]",[0.10296666 0.77301663],47,['Adoption' 'Foster']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'Lynx Point')]",[0.20651944 0.74342673],69,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 months'), ('Color', 'White/Orange Tabby')]",[0.         0.66156324],40,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Seal Point')]",[1.15211803 1.04338326],30,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Black/White')]",[1.16695679 1.29671571],188,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby')]",[1.22439925 1.28014595],250,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Blue/White')]",[1.14517739 1.16905341],61,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Blue')]",[1.18264045 1.38776747],80,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'White/Black')]",[1.24398694 1.13846069],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby')]",[1.04740539 1.19852374],230,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Black')]",[1.15128067 1.37991811],270,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby/White')]",[1.01503069 1.05775361],156,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Cream Tabby')]",[0.96100759 0.75429161],50,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby/White')]",[1.06405196 1.05991917],116,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Blue Tabby')]",[1.13006134 1.34045675],66,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Cream Tabby/White')]",[0.88708882 1.31905694],31,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Blue Tabby/White')]",[0.73795386 1.161236  ],47,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '2 years'), ('Color', 'Flame Point')]",[1.08532723 0.96818966],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Black/White')]",[0.276144   0.85212632],281,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby')]",[0.27265947 0.96265375],419,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Blue/White')]",[0.122957   0.70700893],75,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Blue')]",[0.05509858 0.64924835],102,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'White/Black')]",[0.44598123 1.01182391],46,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Orange Tabby')]",[0.2767636 0.947087 ],272,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Black')]",[0.3136009  0.92677061],402,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby/White')]",[0.28317464 0.87446678],222,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Cream Tabby')]",[0.07237779 0.73726514],73,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Orange Tabby/White')]",[0.3055588  0.88881974],136,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Blue Tabby')]",[0.16273725 0.8934003 ],122,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Cream Tabby/White')]",[0.14250587 0.75848732],31,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'Blue Tabby/White')]",[0.08256494 0.72607368],62,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '3 months'), ('Color', 'White/Brown Tabby')]",[0.12974069 0.77593912],35,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 months'), ('Color', 'Black/White')]",[0.35231564 0.78336329],79,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 months'), ('Color', 'Brown Tabby')]",[0.60244047 0.98577975],112,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 months'), ('Color', 'Orange Tabby')]",[0.71384438 0.91714811],82,['Adoption' 'none']
"[('Animal Type', 'Cat'), ('Sex upon Outcome', 'Neutered Male'), ('Age upon Outcome', '5 months'), ('Color', 'Black')]",[0.41434703 0.8079829 ],121,['Adoption' 'none']
